ChiSqrHorizontalRelativeVolume;ChiSqrVerticalRelativeVolume;RsRelativeVolume;KzhaHorizontalThreshold;KzhaHorizontalBitsVolume;KzhaVerticalThreshold;KzhaVerticalBitsVolume;Noise;Sharpness;Blur;Contrast;EntropyShennon;EntropyRenyi11;PixelsNum;IsDataHided
0;0;0,015879963;0;0;0;0;4,638227478421637;122;1,0767952721965548;0,3907285904899005;6,613117909;6,487671720228851;307200;False
0,725;0,725;0,8058397860176488;0;0;0;0;3,6747493515439076;155;0,7632696364288016;0,5328779167102938;6,859776314488374;6,8048540335164045;307200;True
0;0;0,027683782;0;0;0;0;3,8589433753094204;73;1,2524856783835565;0,32535505840388307;6,910275919113852;6,866557026048475;524288;True
0,009765625;0,009765625;0,010399517885403633;73,60196607;2784;84,9032039;44;13,984050916176551;130,10764773832474;0,7974786746005671;0,4235272832399148;7,369790026159743;7,346272689810549;262144;True
0,696165192;0,696165192;0,19710546255157688;0;0;0;0;26,09546305159476;151,32085117392117;0,2738429604297243;0,42779133845379835;7,639478583583271;7,626255181345064;691560;True
0;0;0,15566810381750304;0;0;0;0;9,051602522596593;218;0,16764534123336092;0,2819690288291088;6,339153475942441;6,182147801385552;691560;False
0;0;0,10544143800996002;42,975955648138516;2246;46,399512936915094;41;10,580601295700722;160;0,7473011962285712;0,994491766;7,191664881;7,114327400149342;691560;True
0;0;0,2648475303920504;0;0;0;0;4,2962600441284815;73;0,7028865528812573;0,29701660401021635;7,5310853881996715;7,512354777034874;524288;True
0,001953125;0,001953125;0,35055038247855586;0;0;0;0;6,901200095337003;144;0,5202508533777883;0,41180728836966896;7,356280991622618;7,3128092357596755;524288;True
0,419921875;0,419921875;0,303033092;0;0;0;0;5,818164517091328;192;0,4930025511091636;0,4217795067916524;7,236341592929475;7,174360978106828;524288;True
0;0;0;0;0;0;0;1,404285222080858;179;0,36947841171849755;0,6821216623343739;7,528471647314317;7,501459221281356;783360;False
0,001474926;0,001474926;0,048671115;0;0;0;0;8,620897952012072;186;0,48592998156315353;0,5666359506712287;7,239602873136262;7,201704450001802;691560;False
0;0;0,14898933326165106;0;0;0;0;30,892980040998697;211;0,19402799147470232;0,6441665046848103;7,671116350516654;7,609187751288097;691560;False
0,017699115044247787;0,017699115044247787;0,030079463315004582;0;0;0;0;10,586863351512752;160;0,2824540781343899;0,4372198184073522;7,389250621553338;7,356548155185282;691560;False
0,003846154;0,003846154;0,1649681538688171;0;0;0;0;11,539462013382707;190;0,25282194197726493;0,5403234718689053;7,839271228408466;7,825436696980416;50440;False
0,083333333;0,083333333;0,477150782;0;0;0;0;11,66429063886988;120;0,4599666797337624;0,5425960565078412;7,774634736680393;7,758183139427189;150192;True
0,00625;0,00625;0;0;0;0;0;4,384012196116861;130;0,7261123914204615;0,5817629567462166;6,604138459770913;6,5532627311392755;307200;False
0,5083333333333333;0,5083333333333333;0,8359285794868151;0;0;0;0;2,4898400800626783;124;1,1777154161116385;0,42429006611893694;6,932112732978338;6,899788424675207;307200;True
0;0;0,035827253;73,33906781380884;2528;84,85935062837629;32;14,990177668845922;160;0,26708212775349816;0,41926687581293814;7,703055985504315;7,691077204554282;307200;True
0,00625;0,00625;0,2349963439289694;0;0;0;0;4,427419195551934;165;0,7645594823301048;0,44763545420082473;7,2055495220097185;7,157364437506142;307200;True
0;0;0,511035812;0;0;0;0;6,785153138059558;175;0,22464424638112626;0,3335194374822727;5,429386500913427;5,186931004248453;654840;True
0,185546875;0,185546875;0,1061784972049058;0;0;0;0;4,193718791172226;80;0,9771647966600813;0,2927213225677503;7,018796627471776;6,969005725348017;524288;True
0,08259587;0,08259587;0,48022811649050157;0;0;0;0;10,073832615646072;130,10764773832474;0,437605635;0,2654112903037602;6,902643494026116;6,854818223;691560;True
0,021484375;0,021484375;0,6508147369003766;0;0;0;0;4,135788370774634;112;0,6748574760550762;0,34362081508879305;6,975880885;6,918334253256029;524288;True
0;0;0,00221763;0;0;0;0;6,109211347523083;129;0,8082482363968231;0,35976983795340256;6,882146137113295;6,8366085085474255;524288;False
0;0;0,002114454;0;0;0;0;6,949228725738689;144;0,3469921469022271;0,6585588551144366;6,835541286832098;6,7604417484442045;832320;False
0;0;0;0;0;0;0;22,74438256244181;190;0,2603398467218599;0,3634265340537899;7,527494320216557;7,494028889996367;691560;False
0;0;0,6731615690231921;0;0;0;0;1,362685269199717;168;0,7129298625676838;0,6680446444752792;6,818565381250134;6,759576513331159;685440;True
0,004132231;0,004132231;0,008384496;0;0;0;0;6,719705278531468;149;0,9688383934869614;0,7301745947558159;7,416829123070051;7,386559573426941;740520;False
0;0;0,005865204;0;0;0;0;3,0005344648823464;163;0,5128608254314637;0,7097043576504837;6,768300856619041;6,690724279661224;691560;False
0,00136612;0,00136612;0,024228754774428613;0;0;0;0;6,97218545;183;0,35803323402428233;0,710410959;7,156889495447459;7,103217533450299;746640;False
0;0;0,2543335516808664;0;0;0;0;1,9214080050021578;65;1,5325454121605278;0,21947754628031801;7,1944054917061795;7,1691117063567145;2097152;True
0;0;0,004545924;0;0;0;0;3,596859693;115;1,4634900696450752;0,23925621028779556;6,88680531;6,828649903;2097152;False
0,000976563;0,000976563;0,000892643;0;0;0;0;4,288304088085753;138;1,3884791726667527;0,24145154846011813;6,806233460034525;6,768355140038324;2097152;False
0,9921875;0,9921875;0,5318857143222452;0;0;0;0;10,737291753094196;142,12846301849603;0,3128926914042358;0,3907533670584753;7,439181725792201;7,416590015696131;16384;True
0,015463917525773196;0,015463917525773196;0,017007947450010198;84,70152976584541;12;68,32949855963501;288;15,737785564891425;164;0,3132934281083434;0,4987397867247112;7,3685935651872105;7,345077986764807;50246;True
0;0;0,21343618477897722;0;0;0;0;5,180342082535477;178;0,3434312442045593;0,6513112774082052;7,150254363;7,051064729245291;50369;True
0,025157232704402517;0,025157232704402517;0,006115517;0;0;0;0;4,229710408453426;138;0,5675894120023329;0,5767734165520396;7,4072304666723605;7,363320491668173;50562;False
0,3132530120481928;0,3132530120481928;0,088865515;0;0;0;0;20,453931137689334;148,49242404917496;0,27697179726315946;0,3762116238566265;7,423556436378404;7,378790922159817;166000;False
0,04375;0,04375;0,008048116;0;0;0;0;3,511880206601474;32,25723812983229;0,8509436000572058;0,32748458802834923;7,192949319628796;7,161549170468828;307200;False
0,052734375;0,052734375;0,16559427012681563;0;0;0;0;10,985013686606335;192;0,7026632928764421;0,39101631680869925;7,450778712614233;7,428669332181976;262144;True
0,28125;0,28125;0,000313139;0;0;0;0;11,182247836984496;173;0,2671638883467853;0,5486286125011318;7,536684782213394;7,5079096794972155;307200;False
0;0;0,004885785;0;0;0;0;2,529915597783975;50;1,4209617662284162;0,29829255739626526;6,560161214117532;6,502480084865425;524288;False
0,016666666666666666;0,016666666666666666;0,4420922769313103;0;0;0;0;15,624956104553473;155;0,3087877867984925;0,31722876125813954;7,242240755866337;7,218246296091513;307200;True
0;0;0,002775464;0;0;0;0;1,607932399943119;71;1,3260960840950824;0,29719243454707217;6,924752405;6,886965634833509;524288;False
0,099137931;0,099137931;0,32212062123496743;68,94660970107368;23;56,64505424801709;109;27,109081581250734;207;0,17181595807968794;0,6262100217954082;7,670640926223797;7,6482106103707235;709920;True
0,00390625;0,00390625;0,774786436;0;0;0;0;2,577616348;53,442492456845606;1,114915714865954;0,3312960772747467;6,800356899114575;6,756915176442254;524288;True
0,16358024691358025;0,16358024691358025;0,33271777253410734;0;0;0;0;11,802748551972822;116;0,5532356198175856;0,31889538610705764;7,482492441983812;7,468511424233375;660960;True
0,022807018;0,022807018;0,087301248;0;0;0;0;22,418584813243875;195;0,204054987;0,5883352805098121;7,454478846013587;7,417583794067487;581400;False
0;0;0,2053293829909919;0;0;0;0;2,418849241;148;0,6032732750313672;0,8493283807214917;6,499528690194224;6,407170596407633;587520;True
0;0;0,076381271;0;0;0;0;11,32329731810594;190;0,21345142773120768;0,4571026633769923;7,558914406598418;7,522278646321451;691560;False
0,6047197640117994;0,6047197640117994;0,16727549026716204;0;0;0;0;6,860130092795595;190;0,44036346732994625;0,810320691;7,493089449069992;7,453279837570905;691560;True
0,6902654867256637;0,6902654867256637;0,5441098915750152;0;0;0;0;34,871988587664944;145;0,3607920145357207;0,5548676835872136;7,670383025877449;7,659621508330871;691560;True
0;0;0,001687172;0;0;0;0;1,8469833978939991;42;2,261533849375724;0,19052672071662638;7,137951774598315;7,094558223611107;2097152;False
1;1;0,549504262;0;0;0;0;12,258943194032545;197;0,1752374433130829;0,37721491072294894;7,522284575131593;7,478288498891275;16384;True
0,18532818532818532;0,18532818532818532;0,007396212;0;0;0;0;13,031568264649852;218;0,2619530480208386;0,40679543298076715;7,625325148546126;7,597792224507522;50246;False
0,4266666666666667;0,4266666666666667;0;0;0;0;0;11,909125328839977;198;0,332993488;0,43299747515221293;7,443643900734346;7,418186575587219;50625;False
1;1;0,14857100686205163;0;0;0;0;17,305129345630988;114;0,3661642482301367;0,4613362976314557;7,898619761923296;7,893639247240656;121200;True
0,9866310160427807;0,9866310160427807;0,20568278943287266;20,23249514427008;11;0;0;13,91430198;95;0,38044318579479985;0,2768537583474955;6,681081322;6,639194888487158;187000;True
0;0;0,004760311;0;0;0;0;1,8190377721525839;252;0,7863638324058646;0,9633719577440912;6,312031309164032;6,21888026;237025;False
0,742;0,742;0,8238128258902041;0;0;0;0;8,077813246167437;129;0,328091413;0,5345701036438836;7,4865083805371935;7,463646392637045;246500;True
0,20416666666666666;0,20416666666666666;0,23039864655461306;0;0;0;0;4,910004330254965;252;0,40223639244081383;0,5360632538577079;5,847113741447701;5,668284551;307200;True
0,841796875;0,841796875;0,20673300371907058;0;0;0;0;5,518535507246125;48;1,5715077887782842;0,27487911388489616;6,998599664813357;6,965389742768565;524288;True
0,6017699115044248;0,6017699115044248;0,34529843547875755;0;0;0;0;10,482401127058218;175;0,3775068043578605;0,3447241523334144;6,192039408063198;5,951485129538261;691560;True
0;0;0,005669831;84,71155592608426;39;80,68775770063239;2448;3,274517985163088;83;1,000118269601279;0,35984888916758534;7,232035712315084;7,1840247071158405;524288;True
0,001474926;0,001474926;0,052409417;0;0;0;0;9,706301191064759;172;0,31249999999814027;0,494852155;7,0103675190950145;6,925246742016366;691560;False
0;0;0,009874573;0;0;0;0;0,3593367929512751;156;0,9081275286504147;0,9809773902954073;3,433089552824619;3,1353664128210563;691560;False
0,046728972;0,046728972;0,5053030912819018;0;0;0;0;21,675142508998285;154;0,19437441;0,4690170028552716;7,842744534139299;7,838476622696342;654840;True
0;0;0,069938192;0;0;0;0;1,0307755276962702;188;0,7286075058514127;0,7070601018061495;6,7704470983712834;6,6574105875737954;691560;True
0;0;0,13560527686161364;0;0;0;0;0,4798849033572582;180;0,5498551736384896;0,44257130554712193;6,128737850800458;5,818430883532705;691560;False
0;0;0,3844263614527317;0;0;0;0;5,925398102456956;173;0,5492097704020303;0,6047477591881851;7,728528554476644;7,7079932948389995;691560;True
0;0;0,064179692;0;0;0;0;6,812510528635196;154;0,6106631020214327;0,42782338179317825;7,056326423171917;6,975651470373284;740520;False
0;0;0;0;0;0;0;2,2873683537479463;85;1,1747691104611853;0,2889973469584087;6,836350927644793;6,7872902194888525;2097152;False
0;0;0,14170388906621156;0;0;0;0;2,6253276223054627;51,61879502661797;2,3854965044828615;0,18786648489376348;6,818857922065468;6,771442084114182;2097152;True
0;0;0,19103316781726667;0;0;0;0;20,127900888985444;251;0,274349357;0,5433907992613575;7,776435959128429;7,754570380458629;50325;True
0,5773195876288659;0,5773195876288659;0,22657361223688857;0;0;0;0;11,744409755483765;136,47160876900367;0,32145507587599476;0,42192580726524315;7,257383895095112;7,2164065266423485;50246;True
0,004;0,004;0,002017885;0;0;0;0;7,818630518439726;168;0,4721590395870484;0,6249464905096437;7,833564037122552;7,821138441586147;172500;False
1;1;0,8839544708468763;0;0;0;0;3,878414344532711;154;0,7443064858219359;0,5364867888641494;6,906140819946279;6,795249120895653;262144;True
0;0;0,060248695;0;0;47,07706144681263;12;12,26544588;177;0,21614961876601313;0,5623236131915357;7,643447608;7,617885868;240000;False
0,504;0,504;0,1306083354168144;0;0;0;0;6,9692552784841695;185;0,7288765955860339;0,5200754901178807;6,796165072961353;6,733282069495517;195000;True
0;0;0,098092287;0;0;0;0;3,3172241673761236;133;0,6517823233753265;0,5251068755769694;7,358776591535444;7,315396284172231;307200;True
0;0;0,001825424;0;0;0;0;2,470846354702169;53;1,5887081867464221;0,3449732505781936;6,204467559394682;6,129379138491959;524288;False
0,024739583333333332;0,024739583333333332;0,019132356243523125;0;0;0;0;21,943236523496687;146;0,41368144057676703;0,43708542233336484;7,4318275276426835;7,3978779223248345;783360;False
0;0;0,002695009;0;0;0;0;3,0425317319384217;100;0,9373433404727766;0,3487999057239155;6,965226789856322;6,909044169898351;524288;False
0;0;0,002267746;0;0;0;0;2,661354521565715;76,36753236814712;0,9349763709317878;0,34788080747121514;7,107452288653088;7,051027896021611;524288;False
0;0;0,008821321;0;0;0;0;7,278044810340168;155;0,6498033689413404;0,3924340708305181;7,218116454851711;7,178033232241571;524288;False
0,10619469026548672;0,10619469026548672;0,002014058;0;0;0;0;19,226978800148295;136;0,3949489751918586;0,36840642204870405;7,582288803915776;7,568321103783343;691560;False
0,002083333;0,002083333;0,021018846806240294;0;0;0;0;5,270961073092203;233;0,5829879473298203;0,45479827918217003;7,647148051;7,628980897738339;608640;False
0;0;0,020856654;0;0;0;0;5,014914211163966;194;0,2669366773116527;0,5991021081477759;7,613380726;7,589636055846428;599760;False
0;0;0,18985130336744013;0;0;0;0;9,267982542237714;130;0,5324404250583028;0,6225110334419984;7,631236955389266;7,613820454;728280;True
0,038348082595870206;0,038348082595870206;0,054224949;0;0;0;0;14,57716624526715;192;0,35901266843922214;0,5500667598643081;7,704609158947487;7,679590994099321;691560;False
0,001474926;0,001474926;0,092772969;0;0;0;0;24,857621391098668;120,91525958289962;0,28567781560193095;0,4611379624692082;7,4093107871697175;7,398456643206525;691560;False
0,794921875;0,794921875;0,17914994176407853;0;0;0;0;2,1309251743931976;66;1,0827967071322062;0,3218018983772099;7,147085461940978;7,0974131139854615;2097152;True
0;0;0,002206424;0;0;0;0;5,546699854463741;78;2,133092475113182;0,2430413700413313;7,050162125;6,983532611932189;2097152;False
0,21875;0,21875;0,1549687178730513;75,34126131856593;80;0;0;26,29273602704277;120;0,17139868187048854;0,35918493815209107;7,702957273496039;7,685707403710814;16384;True
1;1;0,11065457906642406;0;0;0;0;21,635033950157492;102,53048327204938;0,17821092934215108;0,4048140464512102;7,608585410706296;7,583412750252964;16384;False
0;0;0,21616461691859326;0;0;0;0;9,283702148;75;0,5095336865670416;0,43741367092959804;7,360623544276439;7,300880905102648;155500;True
0;0;0,014030574759380804;0;0;0;0;3,9460363077763505;62,22539674441618;0,5942462318962136;0,6177092706158633;6,231196488021654;6,155594948052583;262144;False
0,010362694300518135;0,010362694300518135;0,44985664896336025;0;0;0;0;7,023966328560917;96;0,5975454196446084;0,5195172607320884;7,139034219243389;7,089437277606509;193000;True
0,12916666666666668;0,12916666666666668;0,003478025;0;0;0;0;11,065466722257291;152;0,3332270304383634;0,5164766427146047;7,505145545678959;7,485860182859806;307200;False
0;0;0,6273779220208117;0;0;0;0;3,776407886290005;167;0,896719617;0,42622379875972255;6,070318230256947;5,87272848;307200;True
0,004;0,004;0,008785592;0;0;0;0;6,118277267092777;84;0,7061183402723807;0,6182901148799708;7,703527865172556;7,682536802337557;191500;False
0,047916667;0,047916667;0,031276085230674676;0;0;0;0;6,778245799391549;127;0,4847352575473115;0,38890292801323106;7,184336638045511;7,1487620609491636;307200;False
0,00390625;0,00390625;0,21762175673476947;0;0;0;0;2,9263452634662768;62,5;1,0548438823489172;0,33487104193887407;7,106817484478273;7,070248447540252;524288;True
0,008849558;0,008849558;0,4639939519762617;0;0;0;0;7,894536564673624;160;0,28883140141330976;0,45991124579705145;7,059476449234842;6,991635711380476;691560;True
0,9235294117647059;0,9235294117647059;0,19397550070092703;0;0;0;0;8,628916439996264;172;0,286003425;0,5607124449091444;7,746676657170844;7,729056306785854;691560;True
0,4616519174041298;0,4616519174041298;0;0;0;0;0;3,942940281915496;197;0,47132525982069917;0,5199172814832432;7,592024907446127;7,5739923834852565;691560;True
0,033923304;0,033923304;0,306252136;0;0;0;0;1,223650618302689;192;0,4244326812420878;0,5980465954848994;7,179362342209236;7,140078396725564;691560;True
0,8672566371681416;0,8672566371681416;0,21845861547316647;0;0;0;0;27,363154347845676;217;0,30630210061083796;0,5907477345988931;7,7478496851715155;7,731973544903622;691560;True
0,01171875;0,01171875;0,015249182267801484;0;0;0;0;21,563023011673465;177;0,2602577660217375;0,4708238593127752;7,335025314031689;7,3064596588494926;783360;False
0,000833333;0,000833333;0,010319398079368021;0;0;0;0;20,173771787211994;54,11284505549491;0,7500334487523065;0,297874897;7,234951513686344;7,209200995123075;2304000;False
0;0;0,005569034;0;0;0;0;3,5163649121271114;206;1,0923047835523427;0,30422957712028875;6,857823951770058;6,785167439920434;2097152;False
0;0;0,5943678416881513;0;0;0;0;2,105303914440923;120;1,6958152706113145;0,26648180373539504;7,112801258053712;7,0669338828030295;2097152;True
0,09375;0,09375;0,04838772;0;0;0;0;2,394863472526656;81,31727983645295;1,5450420416946933;0,22351614923646324;6,1864879113374345;6,114019038377312;2097152;True
0,083333333;0,083333333;0,5070306015730959;0;0;0;0;14,398705642578255;230;0,25303726;0,611708191;7,5002634432697555;7,427448862015237;50424;True
0,04;0,04;0,063595726;0;0;0;0;8,869253659;212;0,3052386411193358;0,5665276199409988;7,747577955314807;7,727942025978831;50325;False
0,001953125;0,001953125;0,014380519;0;0;0;0;9,422972552130416;183;0,8038588561423091;0,5058564770165432;7,179243354404047;7,148778824702157;262144;False
0,040431267;0,040431267;0,074299865;0;0;0;0;17,36539116410598;157;0,3112908053281446;0,3687990707397652;7,455176734082392;7,417732693243728;185129;False
0;0;0,12857412141063654;55,57715048847717;4032;66,71875283007235;52;17,447236247690427;167;0,27004361837256824;0,4338437556950145;7,662072608471861;7,646283395997609;307200;True
0;0;0,049471282219336825;53,02695317829772;3984;80,34900252155647;50;3,594661666450496;129;1,1296028004743899;0,3959647883927271;7,041199805150773;7,022095866881538;307200;True
0;0;0,014865472756740819;0;0;0;0;6,702631601939066;111;0,7108498259781357;0,3909063503769298;7,468502603214014;7,442716924443603;524288;False
0,15234375;0,15234375;0,089472699;0;0;0;0;2,4696729810909277;72,12489168102785;1,1174345519609368;0,3216061006608221;6,716482842347092;6,656591281039101;524288;True
0,0125;0,0125;0,027973547;0;0;0;0;6,055895255889636;173;0,3367549625301794;0,48474592642141656;7,327854329315358;7,288037537;307200;False
0,005859375;0,005859375;0,5584441210323677;0;0;0;0;4,887864876409878;208;0,31512199461221013;0,4852152239799217;6,028981515175501;5,64311425;262144;True
0,505859375;0,505859375;0,330792001;0;0;0;0;3,1666720765672913;79,90306627407986;1,405115670761776;0,23861197776615747;6,906776336555249;6,857927304;524288;True
0;0;0,000177702;0;0;0;0;3,3642246538673413;65,76093065034891;1,100481301045093;0,27068010400612985;6,865035781701674;6,835581334531179;524288;False
0,007777778;0,007777778;0,6469591551405297;0;0;0;0;8,803536022490558;185;0,4159518909497014;0,9226190144088603;7,752884845403483;7,734228909852577;918000;True
0,033333333;0,033333333;0,4201544180866903;0;0;0;0;9,867671973700968;169;0,5212138707092299;0,30485642193930196;6,742303190559599;6,699850377408511;581400;True
0,005899705;0,005899705;0,32881129823860517;0;0;0;0;13,844670495476155;167;0,42515912113161825;0,722271161;7,205854962930002;7,171478945687308;691560;True
0;0;0,005692391;0;0;0;0;2,5191002433324616;69;1,1323861648315097;0,33244189681497494;7,076254109898872;7,0085208401224435;524288;False
0;0;0,15364575934936683;53,89076866730937;3553;47,764959020865376;48;8,023328893947625;178;0,5497749054205574;0,8375449791455047;7,486537567030821;7,4622329694338285;642600;True
0;0;0,008330831;0;0;0;0;1,9412241496011167;169;0,7302246658335465;0,7356587383437203;7,524860544910122;7,487714037011457;691560;False
0;0;0,001793217;0;0;0;0;2,041694422445699;231;0,9286155818991093;0,3638399719520802;7,152201734717082;7,074564557967284;2097152;False
0,328125;0,328125;0,8145751904105641;0;0;0;0;2,3095716457120608;108;1,0796416076175885;0,3173615030069375;7,136636330349138;7,089484950288012;2097152;True
1;1;0,3575718462140895;0;0;0;0;27,228258359688077;156;0,19325084629810924;0,4283718733838393;7,811831240380852;7,798744918646301;16384;True
0,019801980198019802;0,019801980198019802;0,11631633822993702;0;0;0;0;10,070528594579804;210;0,291320842;0,36931655827094495;7,267304491214515;7,235793797740759;50298;False
0,6222222222222222;0,6222222222222222;0,36436821131720326;0;0;0;0;23,736673064802343;216;0,20359043034489965;0,49251706047850025;7,012662600683632;6,826641920749961;50625;True
